date,time,server,ping
08/19/2020,19:32:52.41,us5861.nordvpn.com.udp.ovpn,10
08/20/2020,16:08:51.42,us5850.nordvpn.com.udp.ovpn,10
08/20/2020,18:11:30.42,us5850.nordvpn.com.udp.ovpn,10
08/20/2020,20:29:41.45,us5861.nordvpn.com.udp.ovpn,11
08/20/2020,20:41:24.42,us5861.nordvpn.com.udp.ovpn,12
08/20/2020,20:49:01.41,us5861.nordvpn.com.udp.ovpn,11
08/21/2020,20:37:42.99,us5850.nordvpn.com.udp.ovpn,14
08/22/2020,13:36:25.91,us5861.nordvpn.com.udp.ovpn,11
08/22/2020,17:44:02.91,us5861.nordvpn.com.udp.ovpn,11
08/22/2020,20:55:31.41,us5861.nordvpn.com.udp.ovpn,11
08/23/2020,18:40:41.16,us5861.nordvpn.com.udp.ovpn,10
08/23/2020,22:51:34.94,us5861.nordvpn.com.udp.ovpn,11
08/24/2020, 5:45:30.91,us5861.nordvpn.com.udp.ovpn,11
08/25/2020, 9:49:48.41,us5861.nordvpn.com.udp.ovpn,10
08/25/2020,14:32:40.41,us5850.nordvpn.com.udp.ovpn,11
08/25/2020,17:38:38.91,us5850.nordvpn.com.udp.ovpn,11
08/25/2020,21:19:25.42,us5861.nordvpn.com.udp.ovpn,12
08/26/2020,17:41:32.43,us5861.nordvpn.com.udp.ovpn,12
08/26/2020,21:59:24.92,us5861.nordvpn.com.udp.ovpn,10
08/27/2020,22:03:55.72,us5850.nordvpn.com.udp.ovpn,10
08/28/2020,16:48:20.23,us5861.nordvpn.com.udp.ovpn,10
08/28/2020,23:58:25.23,us5850.nordvpn.com.udp.ovpn,10
08/29/2020,21:12:55.74,us5850.nordvpn.com.udp.ovpn,11
08/30/2020,13:13:08.02,us5861.nordvpn.com.udp.ovpn,10
08/30/2020,13:13:59.01,us5861.nordvpn.com.udp.ovpn,10
08/30/2020,16:45:52.55,us5850.nordvpn.com.udp.ovpn,14
08/31/2020,13:34:09.51,us5850.nordvpn.com.udp.ovpn,10
08/31/2020,21:56:20.01,us5850.nordvpn.com.udp.ovpn,10
09/01/2020,11:14:57.08,us5850.nordvpn.com.udp.ovpn,10
09/01/2020,15:29:00.07,us5850.nordvpn.com.udp.ovpn,10
09/01/2020,19:43:18.07,us6757.nordvpn.com.udp.ovpn,12
09/02/2020, 6:50:34.26,us5861.nordvpn.com.udp.ovpn,10
09/02/2020, 6:50:56.26,us5861.nordvpn.com.udp.ovpn,10
09/02/2020,18:30:49.28,us5861.nordvpn.com.udp.ovpn,12
09/02/2020,21:55:43.32,us5861.nordvpn.com.udp.ovpn,11
09/03/2020, 6:48:03.40,us5850.nordvpn.com.udp.ovpn,10
09/03/2020,12:36:56.27,us5861.nordvpn.com.udp.ovpn,10
09/03/2020,15:46:42.29,us5850.nordvpn.com.udp.ovpn,10
09/03/2020,23:44:14.31,us5861.nordvpn.com.udp.ovpn,12
09/04/2020,16:57:34.29,us5861.nordvpn.com.udp.ovpn,10
09/04/2020,16:58:13.33,us5861.nordvpn.com.udp.ovpn,10
09/04/2020,19:00:43.26,us5850.nordvpn.com.udp.ovpn,10
09/04/2020,21:12:48.30,us5861.nordvpn.com.udp.ovpn,17
09/04/2020,22:22:43.27,us5861.nordvpn.com.udp.ovpn,11
09/04/2020,22:22:52.27,us5861.nordvpn.com.udp.ovpn,14
09/05/2020,12:07:12.46,us5861.nordvpn.com.udp.ovpn,11
09/05/2020,16:59:47.48,us5861.nordvpn.com.udp.ovpn,10
09/05/2020,19:03:43.45,us5861.nordvpn.com.udp.ovpn,11
09/05/2020,22:57:24.95,us5861.nordvpn.com.udp.ovpn,12
09/06/2020,14:23:44.44,us5850.nordvpn.com.udp.ovpn,10
09/06/2020,17:19:10.46,us5861.nordvpn.com.udp.ovpn,10
09/06/2020,20:55:38.45,us5861.nordvpn.com.udp.ovpn,12
09/07/2020,17:03:02.45,us5861.nordvpn.com.udp.ovpn,10
09/07/2020,17:04:04.95,us5850.nordvpn.com.udp.ovpn,10
09/07/2020,22:41:07.45,us5861.nordvpn.com.udp.ovpn,12
09/07/2020,22:41:49.46,us5850.nordvpn.com.udp.ovpn,11
09/08/2020,11:14:21.32,us5861.nordvpn.com.udp.ovpn,13
09/08/2020,20:08:38.32,us5861.nordvpn.com.udp.ovpn,10
09/08/2020,21:03:28.35,us5861.nordvpn.com.udp.ovpn,12
09/08/2020,21:03:41.35,us5861.nordvpn.com.udp.ovpn,10
09/09/2020,10:15:54.34,us5861.nordvpn.com.udp.ovpn,12
09/09/2020,11:25:32.35,us6757.nordvpn.com.udp.ovpn,12
09/09/2020,13:56:54.35,us5861.nordvpn.com.udp.ovpn,11
09/09/2020,13:58:38.42,us5850.nordvpn.com.udp.ovpn,10
09/09/2020,18:14:57.40,us5850.nordvpn.com.udp.ovpn,11
09/09/2020,21:42:35.42,us5861.nordvpn.com.udp.ovpn,10
09/10/2020, 0:44:58.39,us5850.nordvpn.com.udp.ovpn,10
09/10/2020,13:36:25.41,us5861.nordvpn.com.udp.ovpn,10
09/10/2020,16:08:29.39,us5861.nordvpn.com.udp.ovpn,11
09/10/2020,20:12:49.43,us5861.nordvpn.com.udp.ovpn,11
09/11/2020,13:37:24.12,us5850.nordvpn.com.udp.ovpn,10
09/11/2020,13:56:07.58,us5851.nordvpn.com.udp.ovpn,11
09/11/2020,19:07:46.56,us5861.nordvpn.com.udp.ovpn,11
09/12/2020,12:16:49.55,us5861.nordvpn.com.udp.ovpn,10
09/12/2020,19:41:35.57,us5851.nordvpn.com.udp.ovpn,12
09/12/2020,19:41:50.06,us5861.nordvpn.com.udp.ovpn,10
09/12/2020,23:39:19.56,us5850.nordvpn.com.udp.ovpn,11
09/13/2020,12:09:19.56,us5861.nordvpn.com.udp.ovpn,10
09/13/2020,14:33:57.85,us5850.nordvpn.com.udp.ovpn,13
09/13/2020,18:32:47.66,us5861.nordvpn.com.udp.ovpn,11
09/13/2020,20:08:37.56,us5861.nordvpn.com.udp.ovpn,10
09/14/2020,17:32:16.55,us5861.nordvpn.com.udp.ovpn,10
09/14/2020,22:54:24.55,us5861.nordvpn.com.udp.ovpn,12
09/15/2020, 6:27:31.53,us5850.nordvpn.com.udp.ovpn,10
09/15/2020,13:02:20.54,us6757.nordvpn.com.udp.ovpn,11
09/15/2020,13:24:15.05,us5851.nordvpn.com.udp.ovpn,12
09/15/2020,15:08:54.06,us5861.nordvpn.com.udp.ovpn,11
09/15/2020,15:19:10.04,us5861.nordvpn.com.udp.ovpn,10
09/15/2020,15:25:40.09,us5861.nordvpn.com.udp.ovpn,14
09/15/2020,15:33:25.59,us5851.nordvpn.com.udp.ovpn,11
09/15/2020,19:34:42.56,us5861.nordvpn.com.udp.ovpn,11
09/16/2020,18:29:28.05,us5861.nordvpn.com.udp.ovpn,10
09/17/2020,19:20:52.04,us5861.nordvpn.com.udp.ovpn,11
09/18/2020,18:57:26.59,us5861.nordvpn.com.udp.ovpn,10
09/19/2020,14:55:14.09,us5861.nordvpn.com.udp.ovpn,10
09/19/2020,15:15:12.58,us5850.nordvpn.com.udp.ovpn,10
09/19/2020,18:08:29.08,us5850.nordvpn.com.udp.ovpn,10
09/19/2020,21:26:37.59,us5861.nordvpn.com.udp.ovpn,11
09/19/2020,21:27:40.06,us5861.nordvpn.com.udp.ovpn,10
09/20/2020,13:23:39.26,us5861.nordvpn.com.udp.ovpn,10
09/20/2020,22:27:05.27,us5850.nordvpn.com.udp.ovpn,10
09/22/2020,19:05:42.59,us5861.nordvpn.com.udp.ovpn,12
09/22/2020,19:33:31.43,us6757.nordvpn.com.udp.ovpn,11
09/22/2020,19:34:06.42,us5861.nordvpn.com.udp.ovpn,11
09/22/2020,19:42:54.44,us5861.nordvpn.com.udp.ovpn,13
09/22/2020,19:49:20.41,us5861.nordvpn.com.udp.ovpn,11
09/22/2020,21:00:20.46,us5861.nordvpn.com.udp.ovpn,11
09/22/2020,21:14:21.43,us5850.nordvpn.com.udp.ovpn,11
09/22/2020,21:15:12.43,us5861.nordvpn.com.udp.ovpn,11
09/22/2020,21:36:14.40,us5850.nordvpn.com.udp.ovpn,10
09/22/2020,22:17:26.47,us5861.nordvpn.com.udp.ovpn,13
09/23/2020,16:50:08.41,us5850.nordvpn.com.udp.ovpn,12
09/23/2020,20:07:28.46,us5850.nordvpn.com.udp.ovpn,11
09/23/2020,20:58:35.40,us5861.nordvpn.com.udp.ovpn,10
09/24/2020,17:27:15.07,us5850.nordvpn.com.udp.ovpn,10
09/25/2020,16:56:13.56,us6757.nordvpn.com.udp.ovpn,11
09/26/2020,16:08:12.22,us6757.nordvpn.com.udp.ovpn,13
09/27/2020, 0:03:13.17,us5850.nordvpn.com.udp.ovpn,10
09/27/2020, 0:06:19.18,us5851.nordvpn.com.udp.ovpn,12
09/27/2020,16:27:43.19,us5850.nordvpn.com.udp.ovpn,11
09/27/2020,19:07:11.20,us5850.nordvpn.com.udp.ovpn,10
09/27/2020,22:54:01.70,us5850.nordvpn.com.udp.ovpn,10
09/28/2020,15:37:11.06,us5861.nordvpn.com.udp.ovpn,12
09/28/2020,18:40:19.57,us5861.nordvpn.com.udp.ovpn,12
09/29/2020,16:16:36.35,us5850.nordvpn.com.udp.ovpn,10
09/29/2020,16:16:50.59,us5850.nordvpn.com.udp.ovpn,10
09/29/2020,21:45:00.05,us5861.nordvpn.com.udp.ovpn,10
09/30/2020, 2:09:45.54,us5850.nordvpn.com.udp.ovpn,10
09/30/2020,16:05:02.50,us5861.nordvpn.com.udp.ovpn,10
09/30/2020,16:39:01.49,us5861.nordvpn.com.udp.ovpn,10
09/30/2020,20:46:38.52,us5851.nordvpn.com.udp.ovpn,13
09/30/2020,21:02:44.48,us5861.nordvpn.com.udp.ovpn,10
10/01/2020,15:56:21.60,us5861.nordvpn.com.udp.ovpn,10
10/02/2020,15:27:56.66,us5577.nordvpn.com.udp.ovpn,13
10/03/2020,16:08:12.20,us5850.nordvpn.com.udp.ovpn,12
10/03/2020,17:29:40.01,us5850.nordvpn.com.udp.ovpn,10
10/03/2020,23:13:40.50,us5861.nordvpn.com.udp.ovpn,10
10/04/2020,14:30:11.17,us5861.nordvpn.com.udp.ovpn,10
10/04/2020,18:56:10.57,us5861.nordvpn.com.udp.ovpn,10
10/05/2020,15:43:24.05,us5861.nordvpn.com.udp.ovpn,11
10/05/2020,21:23:02.55,us6757.nordvpn.com.udp.ovpn,13
10/05/2020,22:07:34.04,us5861.nordvpn.com.udp.ovpn,10
10/05/2020,22:09:06.09,us5851.nordvpn.com.udp.ovpn,12
10/06/2020,18:55:31.74,us5861.nordvpn.com.udp.ovpn,12
10/06/2020,18:56:32.62,us5861.nordvpn.com.udp.ovpn,13
10/07/2020,16:28:48.06,us5861.nordvpn.com.udp.ovpn,11
10/07/2020,18:01:21.77,us5861.nordvpn.com.udp.ovpn,11
10/08/2020,16:25:49.56,us5850.nordvpn.com.udp.ovpn,11
10/09/2020,16:39:24.55,us5850.nordvpn.com.udp.ovpn,10
10/09/2020,16:55:49.64,us5850.nordvpn.com.udp.ovpn,11
10/09/2020,17:06:57.63,us6757.nordvpn.com.udp.ovpn,12
10/09/2020,18:14:52.12,us5861.nordvpn.com.udp.ovpn,10
10/10/2020, 1:43:56.36,us6757.nordvpn.com.udp.ovpn,11
10/10/2020, 2:53:49.66,us6754.nordvpn.com.udp.ovpn,11
10/10/2020,21:15:41.13,us5861.nordvpn.com.udp.ovpn,11
10/11/2020,18:40:53.51,us5850.nordvpn.com.udp.ovpn,11
10/12/2020, 0:06:18.13,us5861.nordvpn.com.udp.ovpn,12
10/12/2020,16:26:29.65,us5850.nordvpn.com.udp.ovpn,11
10/12/2020,22:15:09.12,us5861.nordvpn.com.udp.ovpn,12
10/13/2020,21:15:30.30,us5861.nordvpn.com.udp.ovpn,10
10/13/2020,22:19:37.26,us5850.nordvpn.com.udp.ovpn,10
10/14/2020,20:08:29.27,us5850.nordvpn.com.udp.ovpn,10
10/14/2020,21:28:42.26,us5850.nordvpn.com.udp.ovpn,10
10/15/2020,18:32:51.45,us5861.nordvpn.com.udp.ovpn,11
10/15/2020,18:59:35.41,us5850.nordvpn.com.udp.ovpn,11
10/15/2020,19:19:41.44,us5851.nordvpn.com.udp.ovpn,10
10/15/2020,19:20:42.46,us5851.nordvpn.com.udp.ovpn,10
10/15/2020,22:01:54.41,us5850.nordvpn.com.udp.ovpn,10
10/16/2020,15:59:47.60,us5851.nordvpn.com.udp.ovpn,10
10/16/2020,18:59:32.66,us5850.nordvpn.com.udp.ovpn,11
10/18/2020,20:50:45.69,us5850.nordvpn.com.udp.ovpn,10
10/19/2020,18:14:24.31,us5850.nordvpn.com.udp.ovpn,10
10/20/2020,15:17:52.32,us5850.nordvpn.com.udp.ovpn,10
10/23/2020,16:31:22.36,us5850.nordvpn.com.udp.ovpn,11
10/24/2020,10:32:37.35,us5851.nordvpn.com.udp.ovpn,12
10/26/2020,20:43:45.18,us5851.nordvpn.com.udp.ovpn,12
10/26/2020,20:43:58.20,us5861.nordvpn.com.udp.ovpn,12
10/27/2020,17:16:01.66,us5861.nordvpn.com.udp.ovpn,11
10/29/2020,20:13:44.78,us5850.nordvpn.com.udp.ovpn,10
10/29/2020,20:14:16.18,us5851.nordvpn.com.udp.ovpn,11
10/29/2020,20:20:33.16,us5851.nordvpn.com.udp.ovpn,10
10/31/2020,18:23:02.29,us5850.nordvpn.com.udp.ovpn,11
10/31/2020,19:02:20.71,us5851.nordvpn.com.udp.ovpn,13
10/31/2020,22:00:27.13,us5861.nordvpn.com.udp.ovpn,13
11/01/2020,17:57:28.14,us5851.nordvpn.com.udp.ovpn,12
11/01/2020,18:16:09.61,us5850.nordvpn.com.udp.ovpn,10
11/02/2020,18:12:49.74,us6757.nordvpn.com.udp.ovpn,14
11/05/2020, 6:17:55.22,us5850.nordvpn.com.udp.ovpn,10
11/06/2020,20:22:00.23,us5861.nordvpn.com.udp.ovpn,13
11/07/2020,14:53:36.26,us5851.nordvpn.com.udp.ovpn,12
11/07/2020,18:19:07.24,us5861.nordvpn.com.udp.ovpn,12
11/07/2020,21:58:36.25,us5850.nordvpn.com.udp.ovpn,10
11/08/2020,13:18:54.22,us5851.nordvpn.com.udp.ovpn,10
11/08/2020,18:23:17.23,us5850.nordvpn.com.udp.ovpn,11
11/08/2020,20:51:37.25,us5861.nordvpn.com.udp.ovpn,11
11/10/2020,10:20:47.52,us5850.nordvpn.com.udp.ovpn,14
11/10/2020,10:45:30.52,us5861.nordvpn.com.udp.ovpn,12
11/10/2020,18:47:14.46,us5850.nordvpn.com.udp.ovpn,11
11/11/2020,10:11:32.44,us5851.nordvpn.com.udp.ovpn,13
11/11/2020,10:13:47.45,us5851.nordvpn.com.udp.ovpn,11
11/11/2020,11:49:59.46,us5861.nordvpn.com.udp.ovpn,12
11/11/2020,11:52:46.45,us5850.nordvpn.com.udp.ovpn,10
11/11/2020,13:57:20.93,us5577.nordvpn.com.udp.ovpn,30
11/12/2020,20:49:26.43,us5850.nordvpn.com.udp.ovpn,10
11/13/2020, 6:30:26.71,us6757.nordvpn.com.udp.ovpn,10
11/13/2020,13:50:24.64,us5850.nordvpn.com.udp.ovpn,11
11/13/2020,14:11:27.66,us5851.nordvpn.com.udp.ovpn,12
11/13/2020,19:19:43.12,us5850.nordvpn.com.udp.ovpn,11
11/13/2020,19:49:18.63,us5851.nordvpn.com.udp.ovpn,11
11/14/2020,22:15:54.14,us5850.nordvpn.com.udp.ovpn,11
11/15/2020,12:23:32.13,us5850.nordvpn.com.udp.ovpn,10
11/15/2020,12:35:56.21,us5850.nordvpn.com.udp.ovpn,11
11/15/2020,12:50:03.67,us5850.nordvpn.com.udp.ovpn,11
11/15/2020,17:30:35.69,us5851.nordvpn.com.udp.ovpn,11
11/15/2020,18:30:59.73,us5850.nordvpn.com.udp.ovpn,10
11/16/2020, 5:50:09.49,us5851.nordvpn.com.udp.ovpn,10
11/16/2020,20:47:18.98,us5850.nordvpn.com.udp.ovpn,10
11/17/2020,10:26:29.53,us5851.nordvpn.com.udp.ovpn,14
11/17/2020,12:19:24.54,us6751.nordvpn.com.udp.ovpn,15
11/17/2020,20:11:26.57,us5861.nordvpn.com.udp.ovpn,12
11/19/2020,21:50:26.33,us5851.nordvpn.com.udp.ovpn,10
11/20/2020,17:33:15.41,us5850.nordvpn.com.udp.ovpn,10
11/20/2020,20:41:39.40,us6751.nordvpn.com.udp.ovpn,12
11/21/2020,23:20:40.36,us5850.nordvpn.com.udp.ovpn,10
11/22/2020,11:10:31.63,us5861.nordvpn.com.udp.ovpn,12
11/22/2020,19:49:55.60,us5850.nordvpn.com.udp.ovpn,11
11/23/2020,16:40:46.64,us5850.nordvpn.com.udp.ovpn,10
11/23/2020,19:27:37.61,us5850.nordvpn.com.udp.ovpn,10
11/25/2020, 9:22:00.67,us5851.nordvpn.com.udp.ovpn,11
11/25/2020, 9:26:11.66,us5850.nordvpn.com.udp.ovpn,11
11/25/2020,12:51:40.67,us5850.nordvpn.com.udp.ovpn,11
11/25/2020,16:59:12.70,us5861.nordvpn.com.udp.ovpn,13
11/25/2020,19:15:57.19,us5861.nordvpn.com.udp.ovpn,12
11/26/2020, 7:38:23.69,us5850.nordvpn.com.udp.ovpn,10
11/26/2020,20:30:48.68,us5851.nordvpn.com.udp.ovpn,12
11/27/2020,12:39:14.68,us6757.nordvpn.com.udp.ovpn,10
11/27/2020,19:27:17.20,us6757.nordvpn.com.udp.ovpn,10
11/28/2020, 9:19:05.63,us5861.nordvpn.com.udp.ovpn,13
11/28/2020,19:18:36.58,us5851.nordvpn.com.udp.ovpn,10
11/29/2020,11:47:53.60,us5850.nordvpn.com.udp.ovpn,12
11/29/2020,17:19:14.66,us5850.nordvpn.com.udp.ovpn,10
11/29/2020,18:00:17.18,us5850.nordvpn.com.udp.ovpn,10
11/29/2020,20:01:51.70,us5851.nordvpn.com.udp.ovpn,11
11/29/2020,21:32:42.17,us5851.nordvpn.com.udp.ovpn,10
11/30/2020, 6:24:44.66,us5850.nordvpn.com.udp.ovpn,10
11/30/2020, 6:31:00.77,us5850.nordvpn.com.udp.ovpn,10
11/30/2020, 8:37:32.74,us5861.nordvpn.com.udp.ovpn,15
11/30/2020,18:17:59.68,us5850.nordvpn.com.udp.ovpn,12
11/30/2020,21:24:42.70,us5850.nordvpn.com.udp.ovpn,11
12/01/2020,12:41:55.82,us5851.nordvpn.com.udp.ovpn,14
12/01/2020,13:21:59.09,us6751.nordvpn.com.udp.ovpn,30
12/01/2020,13:53:56.69,us5861.nordvpn.com.udp.ovpn,18
12/01/2020,19:20:28.78,us6751.nordvpn.com.udp.ovpn,12
12/02/2020,19:53:51.70,us5861.nordvpn.com.udp.ovpn,12
12/02/2020,21:47:55.70,us6751.nordvpn.com.udp.ovpn,12
12/02/2020,21:59:31.77,us5850.nordvpn.com.udp.ovpn,12
12/02/2020,22:41:42.74,us5851.nordvpn.com.udp.ovpn,13
12/03/2020,18:30:21.68,us5850.nordvpn.com.udp.ovpn,10
12/03/2020,20:45:04.71,us6751.nordvpn.com.udp.ovpn,13
12/04/2020, 4:57:58.17,us5850.nordvpn.com.udp.ovpn,10
12/04/2020,11:31:51.23,us5851.nordvpn.com.udp.ovpn,15
12/05/2020,13:29:01.80,us5851.nordvpn.com.udp.ovpn,13
12/05/2020,15:45:18.26,us5850.nordvpn.com.udp.ovpn,10
12/05/2020,18:50:35.52,us5850.nordvpn.com.udp.ovpn,12
12/05/2020,22:38:09.24,us5850.nordvpn.com.udp.ovpn,11
12/06/2020,11:42:05.24,us5851.nordvpn.com.udp.ovpn,10
12/06/2020,13:20:12.25,us5850.nordvpn.com.udp.ovpn,10
12/06/2020,19:53:53.25,us6751.nordvpn.com.udp.ovpn,10
12/07/2020,16:08:48.80,us5861.nordvpn.com.udp.ovpn,12
12/07/2020,20:05:31.24,us5850.nordvpn.com.udp.ovpn,11
12/08/2020, 4:56:37.67,us5850.nordvpn.com.udp.ovpn,11
12/08/2020,22:05:28.19,us5851.nordvpn.com.udp.ovpn,12
12/09/2020,16:20:09.17,us5851.nordvpn.com.udp.ovpn,10
12/09/2020,17:15:05.67,us5851.nordvpn.com.udp.ovpn,11
12/09/2020,20:07:48.20,us5850.nordvpn.com.udp.ovpn,10
12/10/2020,15:52:17.23,us5850.nordvpn.com.udp.ovpn,12
12/10/2020,17:42:03.73,us5861.nordvpn.com.udp.ovpn,11
12/10/2020,20:14:08.19,us5861.nordvpn.com.udp.ovpn,12
12/11/2020,15:09:59.71,us6754.nordvpn.com.udp.ovpn,14
12/11/2020,22:29:45.29,us5861.nordvpn.com.udp.ovpn,12
12/12/2020, 9:59:35.69,us5850.nordvpn.com.udp.ovpn,10
12/12/2020,10:11:24.71,us5861.nordvpn.com.udp.ovpn,13
12/12/2020,14:15:17.68,us5850.nordvpn.com.udp.ovpn,10
12/13/2020,10:11:52.20,us5850.nordvpn.com.udp.ovpn,10
12/13/2020,10:49:10.71,us5850.nordvpn.com.udp.ovpn,11
12/13/2020,15:39:52.24,us5850.nordvpn.com.udp.ovpn,10
12/13/2020,16:58:14.67,us5850.nordvpn.com.udp.ovpn,10
12/13/2020,22:18:05.26,us5577.nordvpn.com.udp.ovpn,13
12/14/2020,15:15:26.20,us6757.nordvpn.com.udp.ovpn,10
12/14/2020,16:27:52.23,us5851.nordvpn.com.udp.ovpn,10
12/14/2020,19:51:40.22,us5850.nordvpn.com.udp.ovpn,12
12/14/2020,20:06:20.70,us5850.nordvpn.com.udp.ovpn,12
12/15/2020,19:51:43.70,us5851.nordvpn.com.udp.ovpn,11
12/16/2020,18:35:06.27,us5850.nordvpn.com.udp.ovpn,10
12/16/2020,18:57:59.23,us5851.nordvpn.com.udp.ovpn,13
12/17/2020,20:38:13.72,us5851.nordvpn.com.udp.ovpn,11
12/17/2020,20:40:38.86,us5851.nordvpn.com.udp.ovpn,11
12/18/2020,22:46:03.06,us5861.nordvpn.com.udp.ovpn,13
12/19/2020,12:19:12.69,us5851.nordvpn.com.udp.ovpn,11
12/19/2020,16:17:06.22,us5850.nordvpn.com.udp.ovpn,11
12/19/2020,21:16:03.72,us5850.nordvpn.com.udp.ovpn,12
12/20/2020,16:59:29.74,us5850.nordvpn.com.udp.ovpn,12
12/20/2020,17:07:29.93,us5850.nordvpn.com.udp.ovpn,12
12/20/2020,17:10:16.77,us5861.nordvpn.com.udp.ovpn,14
12/25/2020,22:08:46.53,us5851.nordvpn.com.udp.ovpn,12
12/26/2020, 0:50:35.66,us5851.nordvpn.com.udp.ovpn,10
12/26/2020,20:40:37.19,us5851.nordvpn.com.udp.ovpn,10
12/27/2020,21:36:45.44,us5861.nordvpn.com.udp.ovpn,11
12/30/2020,16:50:40.51,us5850.nordvpn.com.udp.ovpn,10
12/30/2020,16:53:24.55,us5851.nordvpn.com.udp.ovpn,10
12/30/2020,16:55:46.51,us5851.nordvpn.com.udp.ovpn,11
12/30/2020,17:16:11.27,us5861.nordvpn.com.udp.ovpn,12
12/31/2020,16:05:03.68,us5850.nordvpn.com.udp.ovpn,10
01/02/2021, 9:02:12.67,us5850.nordvpn.com.udp.ovpn,11
01/02/2021,16:09:17.78,us5850.nordvpn.com.udp.ovpn,11
01/04/2021,17:50:47.49,us5850.nordvpn.com.udp.ovpn,10
01/04/2021,21:58:42.75,us5850.nordvpn.com.udp.ovpn,10
01/05/2021,19:17:16.22,us5851.nordvpn.com.udp.ovpn,11
01/05/2021,21:31:06.68,us5851.nordvpn.com.udp.ovpn,10
01/07/2021, 5:57:08.77,us5851.nordvpn.com.udp.ovpn,10
01/07/2021,14:12:49.38,us5851.nordvpn.com.udp.ovpn,10
01/08/2021,22:19:02.32,us5861.nordvpn.com.udp.ovpn,13
01/09/2021,14:24:50.25,us5850.nordvpn.com.udp.ovpn,10
01/10/2021, 9:40:06.51,us5851.nordvpn.com.udp.ovpn,11
01/12/2021,21:31:12.53,us5850.nordvpn.com.udp.ovpn,10
01/13/2021, 5:44:04.59,us5850.nordvpn.com.udp.ovpn,11
01/13/2021,16:49:07.66,us6751.nordvpn.com.udp.ovpn,12
01/13/2021,18:16:16.42,us5577.nordvpn.com.udp.ovpn,
01/13/2021,18:17:42.53,us5851.nordvpn.com.udp.ovpn,11
01/15/2021, 9:49:14.29,us5577.nordvpn.com.udp.ovpn,15
01/15/2021,10:00:03.79,us6751.nordvpn.com.udp.ovpn,11
